% The Computer Activity databases are a collection of computer systems
% activity measures. The data was collected from a Sun Sparcstation
% 20/712 with 128 Mbytes of memory running in a multi-user university
% department. Users would typically be doing a large variety of tasks
% ranging from accessing the internet, editing files or running very
% cpu-bound programs.  The data was collected continuously on two
% separate occasions. On both occassions, system activity was gathered
% every 5 seconds. The final dataset is taken from both occasions with
% equal numbers of observations coming from each collection epoch.
% 
% System measures used:
% 1. lread - Reads (transfers per second ) between system memory and user memory.
% 2. lwrite - writes (transfers per second) between system memory and user memory.
% 3. scall - Number of system calls of all types per second.
% 4. sread - Number of system read calls per second.
% 5. swrite - Number of system write calls per second . 
% 6. fork - Number of system fork calls per second. 
% 7. exec - Number of system exec calls per second. 
% 8. rchar - Number of characters transferred per second by system read calls.
% 9. wchar - Number of characters transfreed per second by system write calls. 
% 10. pgout - Number of page out requests per second.
% 11. ppgout - Number of pages, paged out per second. 
% 12. pgfree - Number of pages per second placed on the free list. 
% 13. pgscan - Number of pages checked if they can be freed per second.
% 14. atch - Number of page attaches (satisfying a page fault by reclaiming a page in memory) per second.
% 15. pgin - Number of page-in requests per second.
% 16. ppgin - Number of pages paged in per second.
% 17. pflt - Number of page faults caused by protection errors (copy-on-writes). 
% 18. vflt - Number of page faults caused by address translation. 
% 19. runqsz - Process run queue size.
% 20. freemem - Number of memory pages available to user processes.
% 21. freeswap - Number of disk blocks available for page swapping. 
% 22. usr - Portion of time (%) that cpus run in user mode.
% 23. sys - Portion of time (%) that cpus run in system mode.
% 24. wio - Portion of time (%) that cpus are idle waiting for block IO.
% 25. idle - Portion of time (%) that cpus are otherwise idle.
% 
% The two different regression tasks obtained from these databases are:
% 
% CompAct 
% Predict usr, the portion of time that cpus run in user mode from all attributes 1-21.
% 
% CompAct(s) 
% Predict usr using a restricted number (excluding the paging information (10-18)
% 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: DELVE repository of data. 
% Characteristics: 8192 cases, 22 continuous attributes

@relation cpu_act

@attribute lread numeric
@attribute lwrite numeric
@attribute scall numeric
@attribute sread numeric
@attribute swrite numeric
@attribute fork numeric
@attribute exec numeric
@attribute rchar numeric
@attribute wchar numeric
@attribute pgout numeric
@attribute ppgout numeric
@attribute pgfree numeric
@attribute pgscan numeric
@attribute atch numeric
@attribute pgin numeric
@attribute ppgin numeric
@attribute pflt numeric
@attribute vflt numeric
@attribute runqsz numeric
@attribute freemem numeric
@attribute freeswap numeric
@attribute usr numeric

@data
26, 2, 5900, 1094, 1036, 5.40, 2.60, 1143194, 743917, 0.00, 0.00, 0.00, 0.00, 0.00, 12.20, 21.60, 307.20, 496.20, 2.0, 859, 1055504, 68
22, 13, 3962, 281, 187, 5.80, 16.00, 85048, 103566, 0.00, 0.00, 0.00, 0.00, 0.40, 16.00, 19.20, 223.40, 424.20, 1.0, 1082, 1104157, 73
15, 1, 5274, 647, 664, 8.00, 3.80, 417904, 48173, 0.00, 0.00, 0.00, 0.00, 0.00, 3.40, 4.80, 427.00, 681.80, 5.8, 1860, 1725293, 67
13, 10, 1970, 114, 67, 2.00, 2.00, 42776, 22590, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 0.20, 130.94, 182.44, 1.0, 918, 997309, 90
1, 1, 318, 19, 40, 0.20, 0.60, 32972, 12604, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 31.20, 50.20, 1.0, 6454, 1871424, 97
15, 5, 7183, 845, 609, 9.98, 6.99, 314269, 47208, 8.78, 75.45, 107.39, 212.18, 1.60, 10.98, 14.37, 533.13, 874.25, 8.6, 241, 1436899, 50
5, 1, 7488, 364, 278, 2.20, 4.20, 380096, 236477, 5.60, 17.60, 28.00, 44.80, 7.40, 9.00, 13.40, 172.80, 326.40, 1.0, 218, 1003992, 74
1, 0, 2474, 126, 158, 1.20, 1.60, 82015, 257281, 0.00, 0.00, 0.00, 0.00, 0.40, 6.60, 11.00, 82.60, 227.40, 1.8, 490, 1019664, 87
44, 22, 4240, 653, 500, 9.40, 4.00, 282144, 34164, 5.00, 20.20, 38.60, 102.20, 0.80, 3.20, 3.60, 473.00, 761.60, 1.5, 197, 969099, 70
13, 1, 4392, 524, 392, 10.38, 18.76, 308510, 22421, 2.20, 7.19, 12.18, 23.35, 1.20, 13.77, 23.75, 436.73, 812.97, 1.5, 172, 1107251, 64
2, 0, 668, 51, 129, 0.60, 0.60, 7239, 28933, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 56.20, 58.00, 2.6, 1183, 1718032, 94
3, 1, 2070, 300, 243, 1.00, 0.80, 117702, 26318, 1.40, 1.40, 1.40, 0.00, 2.80, 5.20, 6.40, 79.00, 119.40, 1.0, 195, 1103667, 89
4, 0, 746, 284, 50, 2.20, 2.20, 173503, 36933, 9.20, 10.60, 19.40, 27.00, 0.00, 4.80, 8.00, 171.40, 191.60, 1.8, 183, 1805030, 84
11, 6, 2292, 218, 158, 1.20, 3.00, 131627, 159328, 0.00, 0.00, 0.00, 0.00, 18.60, 3.60, 3.60, 102.40, 177.60, 1.0, 562, 1113438, 84
5, 0, 3811, 297, 136, 1.40, 2.80, 138739, 29632, 0.00, 0.00, 0.00, 0.00, 0.00, 16.80, 22.80, 125.40, 198.00, 3.2, 906, 1439373, 83
3, 0, 5748, 321, 185, 2.81, 3.21, 184508, 274579, 0.00, 0.00, 0.00, 0.00, 0.60, 20.64, 37.68, 182.36, 326.65, 2.8, 1286, 985836, 76
3, 0, 4119, 277, 251, 1.80, 1.80, 233930, 404746, 4.19, 7.39, 16.97, 18.76, 0.20, 14.17, 14.17, 113.37, 378.44, 3.0, 315, 997440, 72
16, 2, 5937, 760, 527, 8.02, 3.41, 253970, 146319, 0.00, 0.00, 0.00, 0.00, 0.20, 15.83, 19.64, 447.09, 711.62, 2.0, 515, 1000834, 65
1, 0, 293, 28, 18, 1.40, 1.60, 37211, 4523, 0.80, 1.00, 1.00, 0.00, 0.60, 0.00, 0.00, 69.34, 102.20, 1.4, 291, 1759290, 96
0, 0, 760, 92, 54, 0.20, 0.20, 166118, 48516, 5.40, 6.60, 6.60, 0.00, 1.00, 2.60, 3.20, 15.60, 24.20, 1.2, 286, 1752392, 92
30, 2, 2242, 133, 75, 6.60, 18.20, 207579, 25105, 0.00, 0.00, 0.00, 0.00, 0.00, 3.00, 5.80, 250.60, 468.20, 2.2, 1668, 1110758, 78
15, 9, 841, 148, 104, 1.00, 0.80, 156734, 17341, 3.00, 4.20, 4.20, 0.00, 0.20, 7.40, 10.40, 61.40, 225.80, 316, 91, 9, 0
4, 1, 1065, 229, 68, 0.60, 0.60, 105847, 17529, 1.60, 1.80, 1.60, 0.00, 0.60, 4.40, 8.00, 49.40, 103.40, 305, 91, 9, 0
0, 0, 128, 8, 9, 0.20, 0.20, 979, 5030, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.80, 16.80, 1.0, 6946, 1845040, 98
35, 7, 2362, 261, 156, 3.80, 3.80, 151582, 72259, 13.40, 21.00, 71.40, 84.60, 3.20, 29.80, 38.80, 168.60, 338.60, 1.0, 188, 1070666, 82
0, 0, 1947, 70, 89, 0.20, 0.20, 3710, 11642, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 15.60, 16.80, 2.0, 1514, 1726216, 95
30, 42, 1403, 103, 78, 0.80, 3.39, 30929, 36075, 2.99, 4.79, 4.59, 0.00, 0.40, 0.80, 1.00, 39.92, 62.28, 1.7, 305, 1102510, 92
0, 0, 1327, 157, 87, 0.20, 0.20, 6109, 31242, 1.00, 1.20, 1.00, 0.00, 0.00, 11.40, 11.40, 15.40, 41.80, 1.3, 246, 1129960, 94
2, 2, 1479, 213, 153, 0.40, 0.20, 88759, 45182, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 25.40, 47.60, 1.7, 638, 1120110, 93
285, 79, 2780, 417, 367, 2.80, 3.60, 278259, 312911, 12.40, 58.80, 58.40, 0.00, 1.20, 1.80, 2.00, 186.80, 291.80, 1.4, 280, 1066042, 79
7, 2, 3426, 121, 103, 0.60, 0.60, 100253, 53470, 2.20, 8.80, 44.60, 102.20, 0.40, 19.40, 25.40, 56.00, 116.20, 2.6, 159, 1519462, 90
18, 12, 2385, 334, 124, 5.80, 16.00, 928637, 33286, 0.00, 0.00, 0.00, 0.00, 0.00, 7.20, 9.20, 206.60, 399.00, 2.8, 672, 1097338, 80
5, 2, 929, 64, 109, 1.20, 2.80, 21100, 80970, 12.60, 23.20, 22.80, 0.00, 9.20, 6.40, 10.60, 103.00, 110.60, 1.0, 381, 1059995, 90
6, 0, 1510, 77, 29, 5.40, 22.20, 146683, 19155, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 314.80, 447.00, 2.6, 760, 1749810, 77
35, 8, 4319, 388, 295, 5.16, 2.78, 359506, 31978, 1.98, 3.57, 3.57, 0.00, 4.76, 27.18, 35.91, 339.09, 496.83, 478, 71, 28, 0
89, 124, 2416, 191, 121, 0.60, 0.60, 420935, 37668, 3.19, 3.19, 3.19, 0.00, 3.19, 23.35, 27.94, 59.08, 213.77, 1.0, 244, 1015669, 87
8, 3, 819, 84, 105, 1.20, 1.00, 123070, 102258, 0.00, 0.00, 0.00, 0.00, 0.20, 14.40, 27.00, 66.40, 115.60, 1.0, 459, 1063021, 93
2, 1, 3917, 148, 126, 1.60, 1.80, 76308, 115810, 1.20, 1.40, 1.20, 0.00, 0.80, 2.40, 2.61, 126.85, 162.93, 1.6, 225, 1019128, 87
45, 0, 1064, 129, 85, 1.20, 1.20, 175785, 30129, 1.40, 3.61, 15.23, 42.08, 0.40, 11.82, 38.88, 127.05, 245.49, 1.0, 251, 973562, 86
7, 0, 1924, 177, 133, 0.40, 0.60, 354623, 68081, 3.00, 4.80, 4.60, 0.00, 2.40, 3.00, 26.20, 90.20, 119.60, 2.0, 206, 968166, 90
1, 0, 996, 291, 203, 1.20, 3.60, 100026, 47886, 1.00, 1.20, 1.20, 0.00, 0.00, 0.20, 0.40, 50.20, 99.20, 4.2, 209, 1712002, 93
22, 31, 405, 31, 42, 0.80, 0.40, 22336, 41726, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 44.60, 63.80, 2.8, 2112, 1768477, 91
36, 48, 3604, 509, 225, 2.20, 6.80, 1154894, 714912, 3.20, 13.40, 29.40, 66.20, 1.40, 4.00, 6.20, 126.20, 239.60, 1.0, 152, 1042494, 83
7, 4, 813, 125, 126, 0.40, 0.40, 87675, 81946, 21.96, 32.14, 100.80, 142.91, 11.98, 24.75, 50.10, 33.33, 138.12, 127, 89, 11, 0
6, 5, 2383, 194, 136, 0.20, 0.20, 9974, 33744, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 16.60, 36.40, 2.4, 1195, 971432, 91
10, 1, 3107, 446, 377, 9.20, 3.00, 352305, 10765, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 480.20, 668.00, 1.6, 8647, 1866547, 77
55, 65, 2360, 81, 67, 6.20, 18.20, 48147, 72936, 0.00, 0.00, 0.00, 0.00, 0.40, 2.80, 3.20, 207.20, 425.40, 2.0, 634, 1082086, 78
0, 0, 243, 21, 19, 0.20, 0.20, 52466, 69040, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.57, 16.97, 1.0, 6823, 1850258, 98
1, 1, 506, 166, 91, 0.20, 0.20, 274362, 218621, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.80, 16.80, 3.0, 4182, 1829272, 88
3, 2, 1067, 38, 47, 0.20, 0.20, 3671, 26017, 0.00, 0.00, 0.00, 0.00, 0.00, 3.79, 3.79, 15.57, 27.15, 353, 95, 5, 0
1, 0, 1763, 72, 61, 0.80, 1.20, 4240, 9021, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.40, 64.00, 76.80, 1.4, 1345, 1746206, 94
7, 3, 2933, 494, 317, 4.00, 2.80, 704923, 70100, 0.00, 0.00, 0.00, 0.00, 0.00, 4.40, 5.20, 198.40, 305.40, 2.0, 624, 1122808, 80
1, 0, 1186, 94, 45, 0.60, 2.20, 29469, 15838, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 50.20, 77.40, 1.5, 652, 1069200, 94
8, 3, 1159, 148, 118, 0.80, 1.00, 111780, 31354, 3.39, 5.79, 11.18, 34.53, 0.80, 4.59, 9.58, 49.10, 104.59, 1.5, 157, 966175, 93
12, 11, 589, 124, 50, 1.00, 0.60, 419557, 118856, 0.00, 0.00, 0.00, 0.00, 0.00, 8.40, 16.00, 78.20, 268.60, 3.4, 6476, 1834381, 93
1, 0, 1016, 130, 50, 0.20, 0.20, 191891, 24969, 0.00, 0.00, 0.00, 0.00, 0.00, 2.20, 3.80, 15.60, 17.60, 2.0, 3427, 1710080, 95
5, 0, 1812, 99, 55, 5.00, 3.20, 78722, 14526, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.40, 211.60, 332.80, 1.4, 1832, 1753208, 89
0, 0, 1920, 112, 87, 0.00, 0.00, 13273, 53920, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.40, 28.00, 1.2, 1950, 1711416, 96
5, 0, 2406, 331, 97, 0.60, 2.00, 968395, 62250, 0.60, 11.80, 28.00, 66.40, 0.00, 7.00, 34.60, 47.20, 123.80, 1.4, 240, 1016227, 90
3, 0, 2547, 131, 144, 0.20, 0.20, 8134, 96050, 0.00, 0.00, 0.00, 0.00, 0.00, 2.60, 3.00, 15.80, 49.40, 2.5, 381, 1061312, 92
14, 8, 2121, 194, 100, 5.80, 19.40, 254587, 25724, 4.80, 23.20, 55.40, 117.00, 0.20, 29.20, 55.20, 193.20, 373.60, 2.0, 138, 1107872, 76
33, 47, 2060, 143, 113, 0.20, 0.20, 93686, 28812, 1.00, 1.20, 1.20, 0.00, 7.80, 1.40, 2.40, 15.80, 35.00, 1.8, 288, 1012149, 92
0, 0, 434, 61, 64, 0.20, 0.20, 63282, 58129, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 15.60, 17.40, 2.0, 973, 1761416, 91
0, 0, 2333, 112, 143, 0.20, 0.20, 5050, 25855, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.40, 17.00, 2.0, 819, 1720944, 96
43, 58, 1368, 177, 122, 0.40, 0.40, 154537, 119308, 3.20, 3.80, 3.80, 0.00, 4.80, 1.40, 1.60, 54.00, 67.00, 1.8, 486, 1514824, 92
0, 0, 175, 16, 37, 0.20, 0.20, 1239, 22025, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.0, 6169, 1855848, 99
13, 3, 662, 34, 35, 1.40, 1.20, 26150, 5587, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 88.60, 117.00, 1.0, 7405, 1865309, 94
14, 13, 1642, 194, 201, 0.40, 1.00, 587932, 495713, 0.40, 0.80, 0.80, 0.00, 0.40, 55.09, 105.99, 31.34, 68.06, 1.0, 645, 1082777, 81
10, 1, 3817, 232, 181, 3.60, 2.20, 173472, 63448, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 0.80, 272.80, 282.80, 3.0, 2554, 1643912, 84
2, 1, 243, 27, 28, 0.20, 0.20, 1676, 5507, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 21.36, 33.33, 1.0, 7302, 1861143, 97
4, 1, 3029, 173, 114, 0.60, 0.80, 327541, 46295, 2.40, 18.60, 58.00, 132.80, 1.00, 2.20, 4.20, 55.60, 144.20, 3.2, 193, 1523653, 87
52, 0, 2393, 97, 75, 12.80, 37.00, 133167, 34177, 2.00, 14.60, 35.20, 64.00, 0.40, 29.60, 30.80, 417.20, 810.40, 1.7, 127, 1091302, 64
3, 1, 565, 74, 42, 1.80, 2.00, 178698, 115623, 0.00, 0.00, 0.00, 0.00, 0.00, 2.80, 3.80, 186.20, 152.60, 1.0, 5270, 1839325, 90
2, 0, 517, 71, 28, 1.80, 1.80, 362691, 28190, 16.40, 46.20, 182.20, 432.40, 0.00, 40.00, 77.40, 153.40, 240.40, 2.6, 131, 1792312, 81
2, 0, 366, 30, 24, 2.19, 2.19, 65134, 22674, 0.00, 0.00, 0.00, 0.00, 0.00, 3.39, 5.98, 189.44, 169.72, 1.2, 8010, 1863272, 91
3, 0, 2792, 341, 251, 2.40, 3.39, 758562, 251742, 0.00, 0.00, 0.00, 0.00, 0.00, 21.76, 40.32, 149.70, 278.24, 2.8, 598, 1039615, 79
0, 0, 1191, 44, 39, 0.20, 0.20, 3627, 8428, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 2.0, 4114, 1776888, 93
44, 1, 4272, 391, 149, 10.00, 30.00, 885549, 53987, 4.00, 7.40, 15.60, 35.40, 1.00, 97.60, 104.40, 360.00, 800.80, 2.5, 284, 1099925, 59
3, 1, 561, 83, 26, 1.40, 1.40, 511866, 34420, 7.40, 29.80, 90.00, 245.40, 0.00, 58.20, 115.20, 123.00, 267.20, 2.6, 367, 1797285, 80
29, 24, 1994, 189, 116, 1.40, 1.60, 97492, 40908, 0.00, 0.00, 0.00, 0.00, 0.00, 18.84, 20.24, 91.38, 187.58, 2.0, 585, 981603, 90
0, 0, 1188, 115, 79, 0.20, 0.20, 6090, 20123, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 16.30, 18.29, 1.2, 794, 1059268, 96
27, 5, 6777, 1208, 535, 9.00, 5.40, 623272, 213540, 10.40, 17.20, 25.40, 23.60, 6.80, 7.40, 11.80, 467.60, 756.00, 233, 62, 38, 0
1, 0, 798, 59, 48, 0.80, 0.60, 14801, 15432, 0.00, 0.00, 0.00, 0.00, 1.20, 6.80, 6.80, 53.20, 88.20, 2.2, 985, 1718382, 94
0, 0, 156, 10, 14, 0.20, 0.20, 2088, 4065, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.40, 15.63, 16.83, 1.0, 7326, 1867559, 99
37, 55, 846, 70, 81, 0.20, 0.20, 21396, 43922, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 0.20, 15.80, 25.40, 1.0, 703, 1060514, 96
15, 12, 574, 161, 56, 1.20, 1.20, 165041, 135206, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 74.80, 107.00, 3.4, 1896, 1763454, 95
1, 1, 385, 150, 50, 0.40, 1.00, 268276, 228622, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 27.40, 36.80, 2.2, 6835, 1835978, 97
11, 8, 4602, 739, 638, 2.20, 2.20, 423020, 318145, 6.40, 13.40, 19.80, 31.60, 0.40, 7.60, 13.20, 102.60, 171.40, 2.4, 230, 1129762, 83
5, 2, 4650, 466, 237, 0.40, 0.80, 166926, 89156, 1.20, 13.60, 33.00, 68.60, 1.40, 31.00, 31.40, 31.20, 250.00, 7.2, 371, 1309459, 83
6, 0, 1899, 222, 92, 4.79, 2.99, 299235, 26325, 0.00, 0.00, 0.00, 0.00, 2.99, 2.59, 2.99, 186.43, 387.43, 1.0, 1085, 1053785, 85
4, 1, 419, 43, 13, 2.20, 2.20, 80408, 13554, 0.00, 0.00, 0.00, 0.00, 0.00, 2.40, 2.79, 217.17, 180.44, 1.2, 11735, 1883075, 89
3, 0, 548, 63, 39, 2.40, 2.40, 231152, 48871, 0.00, 0.00, 0.00, 0.00, 0.00, 2.20, 2.20, 183.00, 264.80, 2.8, 1024, 1789218, 82
28, 40, 3732, 224, 132, 1.00, 0.80, 250893, 27310, 0.00, 0.00, 0.00, 0.00, 0.00, 10.20, 10.20, 64.20, 172.40, 2.8, 512, 1383642, 87
1, 1, 280, 45, 13, 0.20, 0.20, 259511, 5734, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 16.00, 17.00, 1.6, 5271, 1856600, 97
19, 29, 2161, 80, 108, 0.20, 0.20, 3948, 12262, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 15.60, 16.80, 2.4, 1361, 1723224, 94
29, 24, 4334, 393, 204, 1.00, 1.00, 301361, 107213, 0.00, 0.00, 0.00, 0.00, 1.60, 20.60, 21.40, 63.00, 251.80, 6.0, 1088, 1322402, 84
3, 3, 2685, 152, 138, 0.40, 0.40, 309122, 26873, 5.79, 26.15, 97.41, 182.83, 0.60, 35.93, 70.66, 31.94, 99.80, 3.8, 133, 1702307, 87
11, 8, 1884, 147, 94, 0.40, 0.40, 118121, 53108, 0.00, 0.00, 0.00, 0.00, 0.00, 13.03, 17.43, 30.86, 92.18, 1.3, 1104, 1089499, 88
7, 5, 719, 88, 96, 0.80, 0.80, 26625, 22985, 0.00, 0.00, 0.00, 0.00, 0.00, 10.80, 10.80, 65.60, 101.60, 1.5, 708, 991186, 94
13, 6, 4688, 129, 120, 1.80, 8.40, 51511, 188157, 0.00, 0.00, 0.00, 0.00, 0.20, 1.80, 1.80, 142.00, 182.40, 2.4, 405, 1523059, 83
1, 0, 336, 39, 37, 0.40, 0.40, 4079, 8482, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 35.00, 37.40, 2.2, 1066, 1711875, 97
40, 24, 1444, 155, 117, 3.00, 3.80, 128282, 45359, 5.80, 10.00, 17.20, 15.40, 1.40, 7.40, 11.80, 199.60, 302.60, 2.0, 253, 1090144, 86
6, 5, 811, 67, 57, 0.20, 0.20, 6642, 23298, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.80, 15.80, 26.80, 4.0, 372, 978118, 97
0, 0, 1773, 289, 150, 0.40, 1.80, 1141912, 86538, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 0.20, 17.20, 66.00, 1.0, 413, 1036922, 90
5, 3, 3239, 127, 143, 0.40, 0.40, 21107, 210168, 1.20, 1.20, 1.20, 0.00, 0.40, 0.60, 0.60, 32.40, 57.00, 2.6, 226, 1519560, 88
0, 0, 552, 77, 43, 0.20, 0.20, 93253, 14041, 0.00, 0.00, 0.00, 0.00, 0.80, 0.00, 0.00, 18.20, 17.80, 2.0, 896, 1716600, 97
5, 3, 3768, 293, 179, 3.00, 5.00, 111976, 49759, 6.20, 22.80, 91.00, 164.20, 0.60, 8.60, 9.80, 204.80, 426.40, 6.0, 114, 1015811, 80
12, 4, 2173, 246, 110, 7.20, 19.80, 26190, 28608, 1.80, 9.80, 28.20, 69.40, 1.20, 5.20, 5.40, 248.80, 461.00, 1.0, 138, 1089453, 79
20, 26, 401, 38, 34, 0.20, 0.20, 10085, 11856, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 15.77, 18.56, 1.0, 225, 1740241, 94
23, 13, 4115, 433, 366, 7.77, 2.19, 190173, 28373, 2.19, 2.39, 2.39, 0.00, 0.00, 0.40, 2.59, 369.72, 567.13, 3.0, 256, 1070261, 76
16, 1, 3609, 417, 350, 5.40, 2.00, 221199, 68804, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 3.00, 297.60, 402.80, 3.2, 741, 1530386, 78
16, 13, 896, 72, 69, 0.60, 2.00, 146207, 99210, 0.00, 0.00, 0.00, 0.00, 0.20, 0.60, 0.80, 105.40, 77.60, 3.8, 973, 1541157, 84
5, 3, 1855, 183, 122, 0.60, 1.20, 100408, 86305, 6.20, 11.60, 9.80, 0.00, 0.00, 26.40, 42.00, 107.60, 175.20, 1.3, 647, 1037645, 84
19, 12, 1486, 335, 193, 2.40, 7.40, 522139, 153118, 0.00, 0.00, 0.00, 0.00, 0.00, 9.00, 17.60, 149.80, 187.40, 2.2, 2970, 1737266, 82
3, 0, 2658, 279, 180, 3.20, 1.20, 131446, 38526, 0.00, 0.00, 0.00, 0.00, 0.20, 1.00, 1.00, 161.20, 237.60, 2.5, 338, 1125981, 88
30, 39, 246, 26, 23, 0.20, 0.20, 661, 10920, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 2.0, 2972, 1707112, 97
0, 0, 227, 35, 18, 0.20, 0.20, 169774, 12795, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.63, 16.83, 1.4, 9243, 1871237, 98
3, 3, 599, 56, 47, 0.60, 0.80, 6105, 17181, 2.20, 6.60, 8.20, 6.60, 1.20, 0.00, 0.00, 43.60, 70.60, 2.0, 149, 1023728, 96
14, 0, 2491, 224, 152, 3.99, 3.79, 80285, 25237, 2.59, 36.13, 96.01, 215.17, 0.00, 40.52, 71.06, 180.44, 329.54, 2.5, 154, 1052506, 80
15, 7, 1430, 135, 117, 1.60, 2.20, 33236, 19901, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 2.00, 130.60, 181.40, 2.2, 802, 970798, 90
20, 6, 4048, 498, 162, 2.20, 3.40, 100701, 25574, 0.00, 0.00, 0.00, 0.00, 0.20, 60.60, 63.80, 129.20, 366.20, 1.7, 918, 981229, 79
13, 5, 4678, 146, 113, 1.80, 7.00, 28663, 94395, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 162.20, 155.00, 3.2, 601, 1644702, 83
27, 18, 6449, 492, 299, 6.59, 4.99, 445690, 72219, 1.40, 2.20, 2.20, 0.00, 0.20, 15.17, 15.97, 322.55, 552.89, 2.5, 344, 996402, 67
553, 0, 4259, 189, 136, 2.40, 2.60, 376809, 34697, 12.80, 154.80, 523.00, 1237.00, 0.00, 12.40, 49.20, 162.00, 738.60, 7.0, 119, 1319936, 70
0, 0, 229, 24, 21, 0.20, 0.20, 1422, 10540, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.40, 15.57, 17.17, 1.0, 1856, 1750071, 98
2, 0, 2253, 353, 176, 0.80, 1.20, 387419, 31544, 6.00, 41.20, 115.40, 210.80, 0.40, 32.00, 47.60, 48.60, 204.60, 1.5, 172, 1050558, 85
162, 176, 7560, 506, 410, 9.60, 12.80, 242465, 86281, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.60, 506.00, 677.60, 7.4, 1351, 1634653, 55
19, 7, 5937, 338, 185, 2.40, 8.60, 310390, 39939, 0.00, 0.00, 0.00, 0.00, 0.20, 3.40, 4.40, 209.80, 272.00, 5.8, 3304, 1548571, 73
0, 0, 1030, 72, 36, 0.20, 0.20, 101884, 8637, 0.00, 0.00, 0.00, 0.00, 0.00, 4.80, 9.60, 18.00, 16.80, 1.2, 5737, 1833264, 96
57, 0, 687, 21, 22, 1.80, 3.01, 303675, 57878, 0.00, 0.00, 0.00, 0.00, 0.00, 12.83, 55.71, 121.04, 162.73, 1.4, 6912, 1860856, 93
24, 2, 2721, 295, 245, 6.01, 4.01, 219240, 63103, 4.41, 5.21, 27.05, 43.49, 0.60, 1.60, 12.22, 269.54, 456.51, 2.6, 265, 1113138, 81
0, 0, 135, 8, 10, 0.00, 0.00, 981, 8307, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 3.61, 1.0, 12012, 1892571, 99
43, 59, 2362, 386, 356, 2.99, 2.59, 279958, 193793, 0.60, 1.20, 13.37, 34.53, 0.60, 0.80, 1.40, 156.29, 237.33, 2.5, 150, 1090135, 84
65, 82, 1599, 98, 92, 2.80, 4.80, 166910, 98679, 0.00, 0.00, 0.00, 0.00, 0.00, 8.20, 14.00, 156.60, 252.00, 3.0, 1842, 1542608, 84
4, 1, 2632, 439, 108, 0.80, 1.40, 520684, 85619, 7.19, 14.37, 14.37, 0.00, 4.79, 15.77, 16.17, 56.69, 125.15, 5.2, 303, 974881, 89
